u_id,act_strt_dt,brth_estb_yr,gnd_cd,mar_st_cd,ocp_cd,idv_incm_seg_cd,fam_incm_seg_cd,prim_seg_cd,prim_sub_seg_cd,ed_lvl_cd
cst_id060720,2012-06-24 00:00:00,1973.0,2.0,1.0,3.0,2.0,,TC,O5,04
cst_id066384,2013-11-08 00:00:00,1990.0,2.0,1.0,3.0,4.0,2.0,MI,K1,04
cst_id076982,2017-06-23 00:00:00,1990.0,1.0,1.0,9.0,5.0,4.0,MI,M3,04
cst_id030337,2005-06-13 00:00:00,1970.0,1.0,1.0,3.0,4.0,,MI,K1,04
cst_id014852,1995-05-30 00:00:00,1963.0,2.0,1.0,9.0,5.0,,MI,L2,
cst_id040332,2008-03-04 00:00:00,1981.0,2.0,1.0,3.0,4.0,,MI,N4,04
cst_id060100,2012-05-10 00:00:00,1987.0,2.0,1.0,3.0,4.0,,MI,N4,01
cst_id018848,2002-06-03 00:00:00,1977.0,2.0,1.0,3.0,4.0,,MI,N4,04
cst_id029760,2005-04-11 00:00:00,1989.0,2.0,1.0,3.0,4.0,4.0,MI,L2,04
cst_id027235,2004-06-03 00:00:00,1984.0,2.0,1.0,3.0,3.0,3.0,MI,N4,04
cst_id056849,2011-08-08 00:00:00,1986.0,2.0,1.0,12.0,4.0,3.0,MI,K2,04
cst_id071529,2015-05-18 00:00:00,1985.0,2.0,2.0,9.0,2.0,3.0,TC,O5,03
cst_id047081,2009-08-18 00:00:00,1953.0,1.0,2.0,4.0,7.0,6.0,MI,I1,05
cst_id021589,2003-03-27 00:00:00,1980.0,2.0,1.0,1.0,3.0,,TC,O5,03
cst_id059675,2012-04-08 00:00:00,1989.0,2.0,1.0,9.0,4.0,,MI,M3,04
cst_id023437,2003-05-17 00:00:00,1972.0,2.0,1.0,3.0,6.0,6.0,MI,L2,05
cst_id076984,2017-06-23 00:00:00,1995.0,1.0,1.0,9.0,2.0,,TC,O1,03
cst_id036061,2007-02-19 00:00:00,1967.0,1.0,2.0,3.0,5.0,6.0,MI,M3,03
cst_id037153,2007-05-10 00:00:00,1986.0,1.0,2.0,3.0,5.0,,MI,M3,04
cst_id034371,2006-09-15 00:00:00,1959.0,2.0,2.0,1.0,6.0,6.0,MI,K1,05
cst_id058477,2012-01-03 00:00:00,1987.0,1.0,1.0,1.0,2.0,3.0,MI,K1,04
cst_id061835,2012-09-17 00:00:00,1979.0,1.0,2.0,3.0,4.0,,MI,N4,04
cst_id053223,2010-11-11 00:00:00,1969.0,1.0,2.0,9.0,8.0,,MI,K1,04
cst_id052534,2010-09-24 00:00:00,1976.0,2.0,1.0,3.0,6.0,7.0,MI,L2,05
cst_id063357,2013-02-01 00:00:00,1990.0,2.0,2.0,3.0,2.0,,MI,N4,04
cst_id016676,2001-08-17 00:00:00,1953.0,2.0,1.0,1.0,8.0,6.0,MI,L2,04
cst_id017465,2001-12-17 00:00:00,1956.0,1.0,3.0,1.0,6.0,,MI,K1,04
cst_id064897,2013-06-14 00:00:00,1980.0,1.0,2.0,3.0,6.0,,MI,L2,01
cst_id073189,2015-12-21 00:00:00,1992.0,2.0,1.0,9.0,3.0,,MI,N4,04
cst_id015573,2001-03-13 00:00:00,1974.0,2.0,1.0,3.0,4.0,,MI,M3,04
cst_id047587,2009-09-25 00:00:00,1984.0,2.0,1.0,3.0,5.0,,MI,K1,04
cst_id056037,2011-06-10 00:00:00,1978.0,1.0,1.0,3.0,5.0,,MI,M3,04
cst_id035520,2006-12-22 00:00:00,1972.0,1.0,2.0,9.0,2.0,1.0,MI,K1,04
cst_id023603,2003-05-21 00:00:00,1984.0,2.0,1.0,3.0,4.0,7.0,MI,L2,04
cst_id071795,2015-06-18 00:00:00,1991.0,2.0,1.0,3.0,3.0,4.0,MI,N4,04
cst_id075316,2016-10-20 00:00:00,1992.0,2.0,4.0,3.0,2.0,2.0,TC,O5,04
cst_id024878,2003-09-18 00:00:00,1985.0,1.0,1.0,3.0,5.0,,MI,L2,02
cst_id010302,2001-02-23 00:00:00,1979.0,1.0,2.0,9.0,4.0,,MI,M3,04
cst_id047879,2009-10-21 00:00:00,1990.0,2.0,2.0,3.0,3.0,4.0,MI,N4,03
cst_id002696,1999-07-02 00:00:00,1970.0,1.0,,3.0,1.0,6.0,MI,K1,05
cst_id043841,2008-12-03 00:00:00,1978.0,2.0,2.0,1.0,6.0,6.0,MI,K1,06
cst_id052774,2010-10-11 00:00:00,1990.0,1.0,2.0,9.0,5.0,3.0,MI,M3,04
cst_id059263,2012-03-08 00:00:00,1986.0,1.0,1.0,9.0,2.0,3.0,MI,N4,03
cst_id060004,2012-05-03 00:00:00,1980.0,2.0,1.0,3.0,4.0,2.0,MI,M3,04
cst_id053536,2010-12-07 00:00:00,1985.0,2.0,1.0,3.0,4.0,,MI,N4,04
cst_id046377,2009-06-23 00:00:00,1985.0,1.0,1.0,3.0,3.0,,MI,N4,04
cst_id015218,1996-10-02 00:00:00,1969.0,2.0,4.0,3.0,10.0,,PC,B7,04
cst_id054561,2011-02-28 00:00:00,1986.0,2.0,2.0,3.0,4.0,,MI,N4,01
cst_id012097,2001-02-21 00:00:00,1975.0,1.0,2.0,2.0,5.0,4.0,MI,N4,01
cst_id056177,2011-06-20 00:00:00,1991.0,2.0,2.0,3.0,4.0,,MI,M3,04
cst_id006831,1991-09-03 00:00:00,1950.0,1.0,2.0,11.0,8.0,,PC,B7,04
cst_id040028,2008-02-11 00:00:00,1970.0,2.0,2.0,1.0,4.0,5.0,MI,M3,04
cst_id041699,2008-06-13 00:00:00,1984.0,2.0,1.0,3.0,4.0,,MI,N4,03
cst_id072632,2015-09-30 00:00:00,1979.0,2.0,1.0,1.0,2.0,5.0,TC,O5,03
cst_id017423,2001-12-11 00:00:00,1972.0,1.0,2.0,9.0,4.0,3.0,MI,N4,04
cst_id069126,2014-08-05 00:00:00,1991.0,2.0,1.0,3.0,4.0,3.0,MI,K1,04
cst_id075679,2016-12-14 00:00:00,1975.0,2.0,4.0,3.0,6.0,,MI,K1,03
cst_id033509,2006-06-22 00:00:00,1985.0,1.0,1.0,3.0,3.0,,MI,N4,04
cst_id053094,2010-11-02 00:00:00,1978.0,2.0,1.0,3.0,5.0,,MI,L2,04
cst_id049344,2010-02-14 00:00:00,1977.0,1.0,1.0,4.0,6.0,,MI,K3,04
cst_id005308,1991-06-19 00:00:00,1958.0,2.0,1.0,13.0,8.0,,MI,K2,05
cst_id005667,1998-01-30 00:00:00,1974.0,1.0,1.0,7.0,8.0,3.0,MI,J3,05
cst_id019127,2002-07-03 00:00:00,1984.0,2.0,2.0,3.0,2.0,1.0,TC,O5,02
cst_id042006,2008-07-02 00:00:00,1971.0,2.0,1.0,7.0,8.0,6.0,MI,J3,04
cst_id003768,1991-01-01 00:00:00,1960.0,2.0,2.0,3.0,8.0,7.0,MI,K1,04
cst_id073410,2016-01-20 00:00:00,1988.0,1.0,1.0,3.0,5.0,,MI,L2,04
cst_id030473,2005-06-28 00:00:00,1981.0,1.0,2.0,3.0,1.0,6.0,MI,K1,04
cst_id037062,2007-05-02 00:00:00,1964.0,1.0,4.0,3.0,7.0,,MI,K1,04
cst_id014555,2001-03-02 00:00:00,1979.0,1.0,1.0,3.0,4.0,,MI,N4,04
cst_id010113,1988-08-01 00:00:00,1956.0,2.0,4.0,3.0,10.0,5.0,MI,H3,04
cst_id025455,2003-11-19 00:00:00,1968.0,2.0,2.0,7.0,8.0,7.0,MI,J3,06
cst_id015867,1996-01-19 00:00:00,1963.0,1.0,1.0,3.0,1.0,6.0,MI,K1,01
cst_id043101,2008-09-29 00:00:00,1959.0,1.0,2.0,9.0,2.0,,TC,O5,02
cst_id006143,2001-02-20 00:00:00,1955.0,1.0,,13.0,1.0,,MI,L3,  
cst_id055571,2011-05-09 00:00:00,1980.0,2.0,4.0,3.0,6.0,,MI,K1,03
cst_id049674,2010-03-10 00:00:00,1987.0,2.0,1.0,9.0,5.0,6.0,MI,M3,04
cst_id043362,2008-10-21 00:00:00,1989.0,2.0,1.0,3.0,5.0,,MI,L2,04
cst_id047069,2009-08-17 00:00:00,1981.0,2.0,2.0,9.0,3.0,3.0,MI,N4,04
cst_id060299,2012-05-24 00:00:00,1986.0,1.0,1.0,3.0,5.0,1.0,MI,M3,04
cst_id016899,2001-09-20 00:00:00,1977.0,1.0,1.0,2.0,6.0,,MI,L2,04
cst_id029283,2005-02-11 00:00:00,1979.0,2.0,1.0,3.0,4.0,2.0,MI,N4,04
cst_id002028,2003-06-14 00:00:00,1943.0,2.0,1.0,4.0,9.0,7.0,SM,01,04
cst_id040890,2008-04-17 00:00:00,1985.0,2.0,1.0,3.0,6.0,,MI,K1,04
cst_id024937,2003-09-25 00:00:00,1970.0,2.0,1.0,7.0,6.0,4.0,TC,O5,04
cst_id077609,2017-09-27 00:00:00,1992.0,2.0,2.0,9.0,1.0,3.0,TC,O5,02
cst_id052417,2010-09-15 00:00:00,1980.0,2.0,1.0,3.0,4.0,,MI,M3,04
cst_id035719,2007-01-15 00:00:00,1969.0,1.0,1.0,3.0,4.0,,MI,N4,01
cst_id034991,2006-10-31 00:00:00,1954.0,2.0,2.0,11.0,6.0,,MI,L3,04
cst_id008534,2001-02-21 00:00:00,1971.0,2.0,1.0,9.0,4.0,,MI,L2,04
cst_id032734,2006-03-29 00:00:00,1986.0,2.0,2.0,3.0,6.0,,MI,K1,04
cst_id036506,2007-03-22 00:00:00,1984.0,1.0,1.0,3.0,3.0,,MI,N4,04
cst_id047412,2009-09-15 00:00:00,1965.0,1.0,2.0,3.0,8.0,,MI,K1,04
cst_id029388,2005-02-28 00:00:00,1982.0,1.0,1.0,3.0,5.0,,MI,M3,03
cst_id049128,2010-01-30 00:00:00,1979.0,2.0,1.0,3.0,4.0,,MI,N4,01
cst_id008528,2001-01-19 00:00:00,1970.0,1.0,2.0,3.0,7.0,6.0,MI,K1,04
cst_id060804,2012-06-28 00:00:00,1992.0,2.0,1.0,9.0,4.0,2.0,MI,M3,04
cst_id044699,2009-02-11 00:00:00,1992.0,2.0,1.0,3.0,2.0,3.0,MI,N4,
cst_id003367,1999-04-16 00:00:00,1966.0,1.0,2.0,1.0,5.0,6.0,MI,H3,06
cst_id006998,1999-10-01 00:00:00,1974.0,1.0,4.0,3.0,5.0,2.0,MI,K1,04
cst_id011082,2003-08-01 00:00:00,1962.0,1.0,4.0,3.0,8.0,5.0,MI,K1,04
cst_id052750,2010-10-08 00:00:00,1990.0,2.0,1.0,9.0,4.0,2.0,MI,N4,02
cst_id063590,2013-02-26 00:00:00,1987.0,1.0,2.0,3.0,4.0,,MI,M3,04
cst_id033795,2006-07-19 00:00:00,1980.0,1.0,2.0,4.0,7.0,4.0,MI,J2,04
cst_id043948,2008-12-15 00:00:00,1985.0,2.0,1.0,3.0,3.0,,MI,N4,04
cst_id026422,2004-03-08 00:00:00,1979.0,2.0,2.0,3.0,2.0,5.0,MI,K1,05
cst_id076698,2017-05-16 00:00:00,1994.0,2.0,1.0,3.0,3.0,2.0,TC,O1,04
cst_id013378,1996-08-26 00:00:00,1973.0,2.0,1.0,9.0,5.0,,MI,K1,04
cst_id064989,2013-06-22 00:00:00,1993.0,2.0,1.0,3.0,4.0,,TC,O1,02
cst_id037070,2007-05-03 00:00:00,1976.0,2.0,1.0,3.0,3.0,,MI,N4,04
cst_id039290,2007-12-03 00:00:00,1990.0,1.0,2.0,9.0,2.0,2.0,TC,O5,02
cst_id035756,2003-05-17 00:00:00,1958.0,2.0,2.0,1.0,4.0,,MI,L2,04
cst_id014936,2001-01-17 00:00:00,1971.0,2.0,2.0,9.0,8.0,,MI,H3,05
cst_id070447,2015-01-05 00:00:00,1965.0,1.0,2.0,7.0,10.0,,MI,L1,04
cst_id016119,2001-06-07 00:00:00,1952.0,2.0,2.0,3.0,5.0,,SM,01,04
cst_id035706,2007-01-12 00:00:00,1986.0,2.0,2.0,9.0,4.0,1.0,MI,N4,02
cst_id006308,1999-01-19 00:00:00,1978.0,1.0,1.0,9.0,7.0,,MI,K1,04
cst_id070570,2015-01-20 00:00:00,1991.0,1.0,1.0,3.0,3.0,,MI,N4,04
cst_id060026,2012-05-03 00:00:00,1983.0,1.0,1.0,4.0,9.0,2.0,MI,J2,04
cst_id072958,2015-11-16 00:00:00,1994.0,1.0,1.0,3.0,4.0,,TC,O1,01
cst_id035357,2006-12-04 00:00:00,1988.0,2.0,1.0,3.0,5.0,,MI,K1,04
cst_id019573,2002-08-21 00:00:00,1983.0,2.0,1.0,3.0,5.0,,MI,K1,04
cst_id008120,1993-02-02 00:00:00,1951.0,1.0,2.0,4.0,8.0,1.0,MI,J2,02
cst_id047328,2009-09-06 00:00:00,1986.0,2.0,1.0,3.0,4.0,,MI,K1,04
cst_id004254,1997-02-06 00:00:00,1972.0,1.0,1.0,13.0,3.0,,MI,K2,
cst_id040058,2008-02-14 00:00:00,1979.0,2.0,1.0,3.0,6.0,6.0,MI,K1,04
cst_id067368,2014-02-25 00:00:00,1980.0,1.0,2.0,3.0,3.0,,MI,N4,04
cst_id074888,2016-08-16 00:00:00,1969.0,2.0,1.0,3.0,7.0,,MI,K1,04
cst_id040570,2008-03-24 00:00:00,1987.0,2.0,1.0,9.0,2.0,3.0,MI,M3,03
cst_id001257,1989-05-30 00:00:00,1972.0,1.0,1.0,3.0,4.0,,MI,L2,04
cst_id049842,2010-03-19 00:00:00,1984.0,2.0,1.0,3.0,3.0,1.0,MI,N4,03
cst_id069988,2014-11-17 00:00:00,1981.0,2.0,1.0,3.0,4.0,2.0,MI,N4,04
cst_id027580,2004-07-09 00:00:00,1980.0,1.0,1.0,4.0,8.0,,SM,01,03
cst_id028876,2004-12-21 00:00:00,1974.0,1.0,1.0,3.0,4.0,6.0,TC,O5,04
cst_id064224,2013-04-23 00:00:00,1987.0,2.0,1.0,7.0,7.0,,MI,J3,04
cst_id001122,2001-03-15 00:00:00,1979.0,1.0,1.0,3.0,9.0,1.0,MI,K1,04
cst_id044984,2009-03-05 00:00:00,1989.0,2.0,1.0,9.0,,,MI,N4,01
cst_id074376,2016-06-06 00:00:00,1995.0,2.0,1.0,3.0,3.0,3.0,TC,O1,04
cst_id050946,2010-06-03 00:00:00,1977.0,2.0,1.0,3.0,4.0,3.0,MI,N4,04
cst_id046399,2009-06-24 00:00:00,1985.0,2.0,1.0,3.0,4.0,3.0,MI,N4,04
cst_id020546,2002-12-13 00:00:00,1970.0,1.0,2.0,9.0,6.0,5.0,TC,O5,04
cst_id073403,2016-01-20 00:00:00,1995.0,1.0,1.0,7.0,1.0,1.0,TC,O1,02
cst_id003250,1998-03-09 00:00:00,1979.0,2.0,1.0,3.0,7.0,,MI,L2,04
cst_id019430,1991-01-01 00:00:00,1984.0,2.0,1.0,3.0,2.0,3.0,TC,O5,04
cst_id021857,2003-04-23 00:00:00,1985.0,2.0,1.0,9.0,4.0,2.0,TC,O5,04
cst_id041277,2008-05-16 00:00:00,1966.0,2.0,2.0,4.0,7.0,7.0,MI,H1,04
cst_id068652,2014-06-16 00:00:00,1992.0,1.0,1.0,3.0,4.0,2.0,MI,L2,04
cst_id017813,2002-01-28 00:00:00,1982.0,1.0,1.0,9.0,4.0,3.0,TC,O5,05
cst_id062465,2012-11-13 00:00:00,1985.0,2.0,1.0,4.0,8.0,,MI,J2,04
cst_id027386,2004-06-21 00:00:00,1982.0,2.0,1.0,9.0,1.0,3.0,MI,L2,05
cst_id039977,2008-02-07 00:00:00,1988.0,2.0,1.0,7.0,5.0,6.0,MI,L1,04
cst_id055996,2011-06-07 00:00:00,1982.0,2.0,2.0,7.0,4.0,2.0,MI,L1,04
cst_id039440,2007-12-19 00:00:00,1980.0,1.0,1.0,7.0,2.0,,TC,O5,03
cst_id043429,2008-10-28 00:00:00,1981.0,1.0,1.0,9.0,6.0,7.0,MI,L2,05
cst_id066994,2014-01-17 00:00:00,1993.0,1.0,1.0,9.0,3.0,7.0,TC,O1,05
cst_id071178,2015-03-31 00:00:00,1990.0,1.0,1.0,9.0,4.0,6.0,MI,M3,04
cst_id008190,1991-02-27 00:00:00,1969.0,1.0,1.0,4.0,8.0,5.0,MI,J2,04
cst_id055268,2011-04-19 00:00:00,1984.0,1.0,1.0,3.0,4.0,3.0,MI,N4,04
cst_id022581,2003-05-17 00:00:00,1965.0,1.0,1.0,9.0,4.0,6.0,TC,O5,03
cst_id022638,2003-05-17 00:00:00,1963.0,2.0,1.0,13.0,6.0,5.0,MI,K2,01
cst_id040915,2008-04-19 00:00:00,1984.0,2.0,1.0,9.0,4.0,,MI,N4,03
cst_id003132,1986-04-29 00:00:00,1962.0,1.0,1.0,3.0,6.0,7.0,MI,H3,04
cst_id036278,2007-03-06 00:00:00,1970.0,2.0,1.0,9.0,7.0,4.0,MI,K1,05
cst_id061467,2012-08-17 00:00:00,1981.0,2.0,,2.0,4.0,,MI,N4,04
cst_id072859,2015-11-03 00:00:00,1979.0,2.0,1.0,5.0,2.0,2.0,TC,O5,04
cst_id067172,2014-02-03 00:00:00,1997.0,2.0,1.0,6.0,,,TC,O2,
cst_id001862,1997-04-18 00:00:00,1978.0,2.0,1.0,3.0,6.0,6.0,MI,N4,05
cst_id009954,2000-05-18 00:00:00,1981.0,1.0,2.0,9.0,5.0,,MI,M3,04
cst_id072419,2015-09-02 00:00:00,1996.0,2.0,1.0,3.0,3.0,2.0,TC,O1,04
cst_id030168,2005-05-26 00:00:00,1981.0,2.0,1.0,3.0,7.0,,MI,K1,04
cst_id065179,2013-07-07 00:00:00,1990.0,2.0,1.0,3.0,4.0,2.0,MI,M3,04
cst_id038852,2007-10-17 00:00:00,1972.0,2.0,2.0,4.0,6.0,3.0,SM,01,03
cst_id015179,2000-02-10 00:00:00,1984.0,2.0,1.0,1.0,2.0,,TC,O5,04
cst_id047631,2009-09-30 00:00:00,1973.0,2.0,1.0,3.0,5.0,1.0,MI,N4,04
cst_id013573,2000-06-27 00:00:00,1964.0,1.0,2.0,4.0,10.0,7.0,SM,01,02
cst_id053581,2010-12-11 00:00:00,1986.0,2.0,1.0,9.0,4.0,,MI,N4,04
cst_id071464,2015-05-09 00:00:00,1985.0,1.0,1.0,4.0,4.0,,MI,N2,04
cst_id070820,2015-02-19 00:00:00,1995.0,2.0,1.0,3.0,4.0,,TC,O1,
cst_id069983,2014-11-11 00:00:00,1988.0,2.0,4.0,9.0,4.0,2.0,MI,L2,
cst_id015202,2001-12-04 00:00:00,1971.0,2.0,2.0,9.0,4.0,4.0,MI,N4,04
cst_id045793,2009-05-14 00:00:00,1977.0,1.0,2.0,9.0,5.0,3.0,MI,M3,04
cst_id052963,2010-10-26 00:00:00,1986.0,1.0,1.0,13.0,4.0,2.0,MI,N5,04
cst_id040693,2008-03-31 00:00:00,1984.0,1.0,1.0,3.0,4.0,1.0,MI,K1,04
cst_id072837,2015-10-30 00:00:00,1987.0,1.0,1.0,3.0,4.0,6.0,MI,N4,04
cst_id068519,2014-06-04 00:00:00,1986.0,2.0,2.0,9.0,5.0,2.0,MI,M3,04
cst_id029844,2005-04-22 00:00:00,1981.0,1.0,2.0,9.0,5.0,,MI,L2,04
cst_id003275,2001-02-25 00:00:00,1979.0,1.0,1.0,3.0,8.0,6.0,PC,C7,04
cst_id030475,2005-06-28 00:00:00,1984.0,2.0,1.0,1.0,5.0,7.0,MI,K1,05
cst_id004547,1999-09-06 00:00:00,1974.0,2.0,2.0,3.0,8.0,,MI,K1,04
cst_id075716,2016-12-19 00:00:00,1992.0,2.0,1.0,7.0,5.0,4.0,TC,O5,04
cst_id037782,2007-07-31 00:00:00,1971.0,1.0,2.0,7.0,6.0,3.0,MI,J3,03
cst_id076513,2017-04-21 00:00:00,1999.0,1.0,1.0,1.0,2.0,2.0,TC,O1,02
cst_id029543,2005-03-16 00:00:00,1982.0,2.0,1.0,3.0,5.0,1.0,MI,K1,04
cst_id056520,2011-07-13 00:00:00,1987.0,1.0,2.0,9.0,1.0,3.0,TC,O5,03
cst_id045381,2009-04-03 00:00:00,1973.0,2.0,3.0,9.0,4.0,7.0,MI,L2,03
cst_id061986,2012-09-29 00:00:00,1987.0,1.0,1.0,9.0,4.0,6.0,MI,N4,04
cst_id070093,2014-11-25 00:00:00,1980.0,2.0,2.0,1.0,4.0,5.0,TC,O5,04
cst_id022850,2003-05-17 00:00:00,1969.0,2.0,1.0,4.0,7.0,5.0,MI,K3,05
cst_id013094,2000-12-01 00:00:00,1981.0,2.0,2.0,3.0,4.0,1.0,MI,N4,02
cst_id061337,2012-08-06 00:00:00,1983.0,1.0,1.0,9.0,4.0,5.0,MI,N4,04
cst_id065329,2013-07-23 00:00:00,1991.0,2.0,1.0,3.0,1.0,,TC,O5,02
cst_id065045,2013-06-26 00:00:00,1988.0,2.0,1.0,3.0,4.0,4.0,MI,M3,04
cst_id020567,2002-12-16 00:00:00,1976.0,1.0,1.0,3.0,6.0,5.0,TC,O5,04
cst_id054475,2011-02-22 00:00:00,1988.0,2.0,2.0,1.0,3.0,,MI,K1,05
cst_id002306,2001-01-17 00:00:00,1970.0,1.0,1.0,4.0,6.0,,MI,J2,04
cst_id077077,2017-07-05 00:00:00,1997.0,2.0,1.0,6.0,1.0,2.0,TC,O2,04
cst_id035828,2007-01-27 00:00:00,1977.0,2.0,1.0,13.0,4.0,6.0,XS,01,04
cst_id075113,2016-09-20 00:00:00,1994.0,1.0,1.0,7.0,4.0,7.0,TC,O1,02
cst_id047058,2009-08-16 00:00:00,1985.0,1.0,,3.0,4.0,3.0,MI,M3,04
cst_id036759,2007-04-05 00:00:00,1988.0,1.0,1.0,7.0,4.0,3.0,TC,O5,04
cst_id042497,2008-08-07 00:00:00,1984.0,2.0,1.0,9.0,1.0,1.0,MI,M3,03
cst_id027169,2004-05-27 00:00:00,1981.0,1.0,2.0,9.0,4.0,,MI,M3,03
cst_id004361,1999-07-26 00:00:00,1981.0,2.0,1.0,3.0,8.0,7.0,MI,K1,04
cst_id035921,2007-02-06 00:00:00,1979.0,1.0,2.0,3.0,4.0,2.0,TC,O5,04
cst_id059824,2012-04-20 00:00:00,1966.0,1.0,2.0,2.0,6.0,,MI,K1,04
cst_id022313,1990-11-08 00:00:00,1958.0,2.0,2.0,4.0,8.0,5.0,SM,01,03
cst_id029608,2005-03-24 00:00:00,1977.0,2.0,2.0,4.0,8.0,7.0,MI,J2,05
cst_id078516,2018-02-05 00:00:00,1973.0,1.0,1.0,3.0,6.0,,MI,K1,04
cst_id036905,2007-04-19 00:00:00,1968.0,1.0,2.0,9.0,7.0,3.0,MI,K1,04
cst_id021953,2003-05-02 00:00:00,1987.0,1.0,2.0,4.0,2.0,3.0,SM,01,04
cst_id021709,2003-04-08 00:00:00,1965.0,2.0,3.0,4.0,8.0,,XS,01,02
cst_id025762,2003-12-25 00:00:00,1979.0,2.0,1.0,9.0,4.0,3.0,MI,N4,02
cst_id033704,2006-07-10 00:00:00,1982.0,1.0,1.0,4.0,6.0,6.0,XS,01,04
cst_id066398,2013-11-10 00:00:00,1988.0,2.0,1.0,3.0,4.0,2.0,MI,N4,04
cst_id076597,2017-05-03 00:00:00,1992.0,1.0,1.0,9.0,1.0,1.0,TC,O5,02
cst_id042720,2008-08-27 00:00:00,1991.0,2.0,1.0,3.0,2.0,2.0,MI,N4,04
cst_id019173,2002-07-08 00:00:00,1980.0,1.0,2.0,3.0,6.0,5.0,MI,L2,04
cst_id069600,2014-09-26 00:00:00,1988.0,2.0,2.0,7.0,5.0,2.0,MI,N3,04
cst_id048258,2009-11-22 00:00:00,1982.0,2.0,1.0,3.0,6.0,6.0,MI,K1,04
cst_id018941,2002-06-11 00:00:00,1984.0,1.0,1.0,9.0,4.0,,MI,N4,01
cst_id072940,2015-11-18 00:00:00,1989.0,1.0,1.0,9.0,5.0,,MI,M3,04
cst_id041764,2008-06-18 00:00:00,1971.0,1.0,1.0,4.0,10.0,7.0,SM,01,04
cst_id047695,2009-10-05 00:00:00,1974.0,2.0,1.0,4.0,4.0,4.0,MI,J2,04
cst_id072571,2015-09-23 00:00:00,1989.0,2.0,1.0,9.0,4.0,2.0,MI,N4,04
cst_id057703,2011-10-15 00:00:00,1982.0,2.0,1.0,3.0,4.0,3.0,TC,O5,04
cst_id032175,2006-01-29 00:00:00,1982.0,1.0,1.0,3.0,4.0,,MI,M3,04
cst_id015142,1999-06-24 00:00:00,1983.0,2.0,1.0,9.0,4.0,1.0,MI,N4,04
cst_id015482,2003-05-02 00:00:00,1969.0,2.0,1.0,3.0,9.0,7.0,XS,01,05
cst_id058526,2012-01-06 00:00:00,1990.0,2.0,1.0,3.0,3.0,5.0,MI,L2,04
cst_id060837,2012-06-30 00:00:00,1984.0,2.0,1.0,3.0,4.0,6.0,MI,N4,04
cst_id074028,2016-04-20 00:00:00,1993.0,1.0,1.0,6.0,2.0,4.0,TC,O1,02
cst_id075439,2016-11-04 00:00:00,1987.0,1.0,1.0,12.0,7.0,4.0,MI,K2,
cst_id057299,2011-09-13 00:00:00,1978.0,2.0,2.0,9.0,4.0,1.0,TC,O5,02
cst_id002447,2000-12-21 00:00:00,1967.0,1.0,2.0,13.0,8.0,,MI,K1,04
cst_id061184,2012-07-25 00:00:00,1987.0,2.0,1.0,3.0,4.0,3.0,MI,K1,04
cst_id066357,2013-11-05 00:00:00,1991.0,2.0,1.0,3.0,4.0,4.0,MI,K1,04
cst_id025644,2003-12-15 00:00:00,1954.0,2.0,2.0,1.0,1.0,6.0,PC,B7,01
cst_id032280,2006-02-08 00:00:00,1988.0,2.0,2.0,5.0,1.0,1.0,MI,N5,01
cst_id058336,2011-12-22 00:00:00,1971.0,1.0,1.0,3.0,8.0,6.0,MI,K1,05
cst_id073455,2016-01-26 00:00:00,1991.0,2.0,1.0,3.0,4.0,5.0,MI,N4,04
cst_id052485,2010-09-21 00:00:00,1976.0,2.0,2.0,5.0,5.0,6.0,TC,O5,04
cst_id049304,2010-02-10 00:00:00,1990.0,2.0,1.0,9.0,5.0,,MI,N4,04
cst_id065848,2013-09-13 00:00:00,1997.0,2.0,1.0,6.0,1.0,2.0,TC,O2,02
cst_id008115,2000-06-22 00:00:00,1955.0,1.0,2.0,4.0,2.0,6.0,SM,01,04
cst_id017561,2001-12-26 00:00:00,1969.0,2.0,1.0,3.0,6.0,,XS,01,05
cst_id067815,2014-04-04 00:00:00,1989.0,2.0,1.0,1.0,2.0,,TC,O5,04
cst_id067697,2014-03-25 00:00:00,1989.0,2.0,1.0,3.0,4.0,1.0,MI,K1,04
cst_id072265,2015-08-13 00:00:00,1981.0,1.0,2.0,3.0,5.0,6.0,MI,K1,05
cst_id033885,2006-07-31 00:00:00,1980.0,2.0,1.0,3.0,5.0,,MI,K1,04
cst_id018171,2002-03-15 00:00:00,1979.0,2.0,1.0,9.0,5.0,2.0,MI,L2,04
cst_id055620,2011-05-12 00:00:00,1973.0,1.0,,4.0,1.0,7.0,MI,J2,04
cst_id030508,2005-07-04 00:00:00,1983.0,2.0,1.0,7.0,5.0,5.0,MI,L1,04
cst_id064324,2013-04-30 00:00:00,1961.0,1.0,2.0,7.0,4.0,,MI,L2,02
cst_id020558,2002-12-16 00:00:00,1959.0,2.0,1.0,4.0,10.0,7.0,SM,01,04
cst_id018124,2002-03-08 00:00:00,1967.0,2.0,1.0,4.0,5.0,,MI,N2,04
cst_id033273,2006-05-26 00:00:00,1980.0,2.0,1.0,7.0,4.0,3.0,MI,N3,03
cst_id059236,2012-03-06 00:00:00,1980.0,1.0,1.0,9.0,2.0,1.0,TC,O5,02
cst_id048464,2009-12-08 00:00:00,1989.0,2.0,1.0,9.0,4.0,1.0,MI,N4,04
cst_id015071,2002-01-16 00:00:00,1977.0,1.0,2.0,9.0,6.0,,MI,L2,04
cst_id051152,2010-06-17 00:00:00,1972.0,1.0,1.0,4.0,6.0,5.0,XS,01,04
