u_id,cc_cst_no
cst_id011855,cc_cst_no072467
cst_id068627,cc_cst_no057301
cst_id068627,cc_cst_no074169
cst_id053670,cc_cst_no055369
cst_id053670,cc_cst_no071911
cst_id074743,cc_cst_no075760
cst_id004006,cc_cst_no072660
cst_id004006,cc_cst_no056198
cst_id025255,cc_cst_no073987
cst_id025255,cc_cst_no057150
cst_id072394,cc_cst_no076149
cst_id061092,cc_cst_no072701
cst_id018837,cc_cst_no046347
cst_id018837,cc_cst_no072443
cst_id051907,cc_cst_no055839
cst_id051907,cc_cst_no072580
cst_id049748,cc_cst_no074892
cst_id049748,cc_cst_no022335
cst_id051549,cc_cst_no072629
cst_id060329,cc_cst_no063659
cst_id060329,cc_cst_no033362
cst_id048502,cc_cst_no040600
cst_id013100,cc_cst_no055920
cst_id011619,cc_cst_no008794
cst_id011619,cc_cst_no065424
cst_id033651,
cst_id038685,cc_cst_no036904
cst_id044473,cc_cst_no048388
cst_id044473,cc_cst_no066443
cst_id020970,cc_cst_no032357
cst_id020970,cc_cst_no063212
cst_id047133,cc_cst_no072427
cst_id059000,
cst_id010090,cc_cst_no014426
cst_id059203,cc_cst_no071164
cst_id059203,cc_cst_no053605
cst_id077080,cc_cst_no072942
cst_id021250,
cst_id065707,cc_cst_no075960
cst_id027236,cc_cst_no073103
cst_id036108,cc_cst_no073033
cst_id049716,cc_cst_no042908
cst_id058814,cc_cst_no046750
cst_id010439,cc_cst_no008675
cst_id010439,cc_cst_no058615
cst_id063309,cc_cst_no049133
cst_id062556,cc_cst_no072449
cst_id062556,cc_cst_no055915
cst_id048451,
cst_id048301,cc_cst_no073953
cst_id013360,cc_cst_no056675
cst_id054394,cc_cst_no075034
cst_id028046,
cst_id012019,cc_cst_no073530
cst_id030281,cc_cst_no042864
cst_id017434,cc_cst_no056162
cst_id017434,cc_cst_no072282
cst_id050046,cc_cst_no068676
cst_id050046,cc_cst_no033678
cst_id032791,cc_cst_no052847
cst_id070877,cc_cst_no072147
cst_id055253,
cst_id054243,cc_cst_no046382
cst_id029326,
cst_id062731,cc_cst_no035896
cst_id033644,cc_cst_no027401
cst_id056242,
cst_id075522,cc_cst_no073956
cst_id071909,
cst_id066103,cc_cst_no038094
cst_id048443,cc_cst_no032849
cst_id057834,
cst_id027678,cc_cst_no069800
cst_id027678,cc_cst_no049837
cst_id048372,cc_cst_no048169
cst_id065117,cc_cst_no074776
cst_id040344,
cst_id008474,cc_cst_no071287
cst_id039227,cc_cst_no045889
cst_id045906,cc_cst_no036527
cst_id037456,cc_cst_no013637
cst_id045348,cc_cst_no053578
cst_id045348,cc_cst_no070662
cst_id037791,cc_cst_no011960
cst_id041942,cc_cst_no024749
cst_id038168,cc_cst_no033753
cst_id050584,cc_cst_no036396
cst_id050584,cc_cst_no065037
cst_id064571,cc_cst_no075319
cst_id057313,cc_cst_no073696
cst_id057313,cc_cst_no056885
cst_id013709,cc_cst_no073224
cst_id013709,cc_cst_no023073
cst_id023696,cc_cst_no071325
cst_id023696,cc_cst_no054766
cst_id070211,cc_cst_no044348
cst_id078229,cc_cst_no073232
cst_id042958,
cst_id054892,cc_cst_no027573
cst_id078674,cc_cst_no074146
cst_id029090,cc_cst_no039938
cst_id029090,cc_cst_no066395
cst_id047027,cc_cst_no056016
cst_id015614,cc_cst_no059378
cst_id015614,cc_cst_no005741
cst_id014066,cc_cst_no054946
cst_id067098,cc_cst_no073659
cst_id063555,cc_cst_no034146
cst_id063555,cc_cst_no063980
cst_id050367,cc_cst_no057069
cst_id050367,cc_cst_no073868
cst_id058547,cc_cst_no074929
cst_id058547,cc_cst_no057059
cst_id046245,cc_cst_no045903
cst_id009336,cc_cst_no073749
cst_id009336,cc_cst_no057053
cst_id071552,
cst_id041236,
cst_id073158,cc_cst_no056071
cst_id030763,cc_cst_no051262
cst_id065878,cc_cst_no037731
cst_id073073,cc_cst_no070377
cst_id073073,cc_cst_no052746
cst_id033287,
cst_id003607,cc_cst_no010670
cst_id041060,cc_cst_no026331
cst_id058331,cc_cst_no074706
cst_id052578,cc_cst_no075314
cst_id077332,cc_cst_no055658
cst_id050534,
cst_id045901,cc_cst_no038900
cst_id042822,cc_cst_no055543
cst_id030480,cc_cst_no057863
cst_id030480,cc_cst_no075971
cst_id042061,cc_cst_no065002
cst_id042061,cc_cst_no036318
cst_id008831,cc_cst_no072369
cst_id064779,
cst_id066279,cc_cst_no041947
cst_id055352,cc_cst_no074486
cst_id015781,cc_cst_no046148
cst_id015781,cc_cst_no072853
cst_id039778,cc_cst_no027715
cst_id039778,cc_cst_no060994
cst_id006794,cc_cst_no049068
cst_id052121,
cst_id071334,
cst_id072680,cc_cst_no048317
cst_id067851,cc_cst_no073179
cst_id067851,cc_cst_no056387
cst_id045112,cc_cst_no056461
cst_id045112,cc_cst_no075804
cst_id059269,cc_cst_no055784
cst_id033661,cc_cst_no008437
cst_id033661,cc_cst_no071654
cst_id012099,cc_cst_no071966
cst_id053355,
cst_id058928,cc_cst_no055088
cst_id058928,cc_cst_no071685
cst_id061462,cc_cst_no043775
cst_id031439,cc_cst_no013109
cst_id031439,cc_cst_no058448
cst_id068196,
cst_id044900,cc_cst_no019880
cst_id044900,cc_cst_no065920
cst_id065389,cc_cst_no057414
cst_id065389,cc_cst_no074375
cst_id045665,
cst_id078296,
cst_id073247,cc_cst_no053913
cst_id007616,cc_cst_no031087
cst_id034668,cc_cst_no055768
cst_id034668,cc_cst_no072267
cst_id043131,cc_cst_no072486
cst_id043131,cc_cst_no055933
cst_id053317,cc_cst_no074088
cst_id053317,cc_cst_no057296
cst_id064951,cc_cst_no075361
cst_id036867,cc_cst_no059342
cst_id036867,cc_cst_no023170
cst_id067723,cc_cst_no074807
cst_id068924,cc_cst_no072793
cst_id068924,cc_cst_no056326
cst_id071988,cc_cst_no075693
cst_id074982,
cst_id070610,cc_cst_no075975
cst_id019778,cc_cst_no075347
cst_id047578,cc_cst_no045164
cst_id044275,cc_cst_no060107
cst_id044275,cc_cst_no025655
cst_id004596,cc_cst_no074153
cst_id004596,cc_cst_no056858
cst_id019461,cc_cst_no015426
cst_id073010,cc_cst_no075199
cst_id037609,cc_cst_no071581
cst_id037609,cc_cst_no055395
cst_id009313,cc_cst_no075788
cst_id009313,cc_cst_no000709
cst_id027037,cc_cst_no046539
cst_id056959,cc_cst_no071739
cst_id031531,cc_cst_no024010
cst_id019666,cc_cst_no056923
cst_id025181,cc_cst_no071242
cst_id025181,cc_cst_no054733
cst_id074443,cc_cst_no073424
cst_id050051,cc_cst_no075561
cst_id037729,cc_cst_no052270
cst_id023966,
cst_id042856,cc_cst_no051584
cst_id050101,cc_cst_no051382
cst_id031769,
cst_id036831,cc_cst_no024748
cst_id068288,cc_cst_no052636
cst_id048609,cc_cst_no054859
cst_id049961,cc_cst_no074469
cst_id049961,cc_cst_no057504
cst_id047546,cc_cst_no074343
cst_id000406,cc_cst_no074742
cst_id000406,cc_cst_no057647
cst_id035022,
cst_id011732,cc_cst_no049752
cst_id051943,cc_cst_no055383
cst_id064968,cc_cst_no074983
cst_id064968,cc_cst_no057821
cst_id043862,cc_cst_no073042
cst_id043862,cc_cst_no056622
cst_id016521,cc_cst_no036685
cst_id063407,cc_cst_no033947
cst_id047815,cc_cst_no050020
cst_id027876,cc_cst_no054643
cst_id027876,cc_cst_no071102
cst_id075150,cc_cst_no074877
cst_id075150,cc_cst_no055755
cst_id027573,cc_cst_no016174
cst_id061348,cc_cst_no055073
cst_id061348,cc_cst_no071615
cst_id035296,cc_cst_no071188
cst_id035296,cc_cst_no010812
cst_id038737,cc_cst_no072438
cst_id038737,cc_cst_no048269
cst_id040972,cc_cst_no028509
cst_id046056,cc_cst_no041966
cst_id053434,cc_cst_no072003
cst_id053434,cc_cst_no054772
cst_id077735,cc_cst_no071754
cst_id077735,cc_cst_no055206
cst_id034102,cc_cst_no027499
cst_id069236,cc_cst_no046253
cst_id058804,cc_cst_no072897
cst_id048038,cc_cst_no059346
cst_id048038,cc_cst_no023183
cst_id015020,cc_cst_no016710
cst_id062902,cc_cst_no033224
cst_id062902,cc_cst_no063595
cst_id061096,cc_cst_no062232
cst_id070203,cc_cst_no076075
cst_id029322,cc_cst_no055170
cst_id029322,cc_cst_no073578
cst_id071804,cc_cst_no075658
cst_id047816,cc_cst_no057223
cst_id047816,cc_cst_no075311
cst_id019621,cc_cst_no022999
cst_id019621,cc_cst_no059319
cst_id001023,cc_cst_no046735
cst_id069875,cc_cst_no052135
cst_id046120,cc_cst_no038804
cst_id069979,cc_cst_no075420
cst_id069979,cc_cst_no046677
cst_id075984,cc_cst_no075217
cst_id067972,cc_cst_no056455
cst_id067972,cc_cst_no072952
cst_id020006,
cst_id055666,cc_cst_no061370
cst_id055666,cc_cst_no052629
cst_id050955,
cst_id056749,cc_cst_no073831
cst_id056749,cc_cst_no057113
cst_id047658,cc_cst_no070927
cst_id076993,cc_cst_no073045
cst_id054012,cc_cst_no057761
cst_id054012,cc_cst_no074549
cst_id057858,cc_cst_no072932
cst_id040310,cc_cst_no016869
cst_id040310,cc_cst_no071253
cst_id041429,cc_cst_no070823
cst_id041429,cc_cst_no054454
cst_id037829,cc_cst_no033251
cst_id070506,cc_cst_no057597
cst_id070506,cc_cst_no074737
cst_id026859,cc_cst_no073897
cst_id059200,cc_cst_no028149
cst_id059200,cc_cst_no061154
cst_id048045,
cst_id057055,
cst_id076919,cc_cst_no074957
cst_id048458,cc_cst_no073760
cst_id062613,cc_cst_no075943
cst_id053013,cc_cst_no051152
cst_id064986,cc_cst_no054961
cst_id064986,cc_cst_no071530
cst_id040687,cc_cst_no049066
cst_id023638,cc_cst_no074464
cst_id061294,cc_cst_no054348
cst_id061294,cc_cst_no070841
cst_id064760,cc_cst_no048036
cst_id064760,cc_cst_no072436
cst_id077215,cc_cst_no074759
cst_id042969,cc_cst_no057077
cst_id035293,cc_cst_no075602
cst_id074933,cc_cst_no053541
cst_id030244,cc_cst_no020088
cst_id054968,cc_cst_no072271
cst_id063279,cc_cst_no072209
cst_id063279,cc_cst_no055720
cst_id078049,
cst_id046618,cc_cst_no071247
cst_id072128,cc_cst_no073213
cst_id063361,cc_cst_no052508
cst_id032388,cc_cst_no068192
cst_id032388,cc_cst_no040859
cst_id051569,cc_cst_no071712
cst_id034649,cc_cst_no075763
cst_id073850,cc_cst_no073193
cst_id037447,cc_cst_no056592
cst_id037447,cc_cst_no073205
cst_id060314,cc_cst_no067219
cst_id060314,cc_cst_no034647
cst_id065893,cc_cst_no055241
cst_id065893,cc_cst_no071844
cst_id037101,cc_cst_no052991
cst_id037101,cc_cst_no070428
cst_id071520,cc_cst_no052777
cst_id070790,cc_cst_no057406
cst_id070141,cc_cst_no075283
cst_id072742,cc_cst_no073586
cst_id043627,cc_cst_no043259
cst_id043627,cc_cst_no060571
cst_id062684,cc_cst_no071088
cst_id062684,cc_cst_no054430
cst_id076669,cc_cst_no075920
cst_id067684,cc_cst_no055782
cst_id050850,
cst_id044443,cc_cst_no054704
cst_id044443,cc_cst_no071026
cst_id024063,cc_cst_no042050
cst_id008655,cc_cst_no053449
cst_id076307,cc_cst_no073960
cst_id072203,cc_cst_no052407
cst_id072203,cc_cst_no072200
cst_id078687,cc_cst_no074366
cst_id055310,cc_cst_no073874
cst_id070655,
cst_id074195,cc_cst_no074671
cst_id062499,cc_cst_no056324
cst_id062499,cc_cst_no072871
cst_id074659,cc_cst_no072705
cst_id077587,cc_cst_no054623
cst_id077587,cc_cst_no071107
cst_id061441,cc_cst_no072544
cst_id060275,cc_cst_no052371
cst_id065276,
cst_id062384,cc_cst_no072725
cst_id062384,cc_cst_no056206
cst_id062054,cc_cst_no067078
cst_id062054,cc_cst_no036994
cst_id010784,cc_cst_no068845
cst_id010784,cc_cst_no048214
cst_id054857,cc_cst_no071725
cst_id033868,cc_cst_no071136
cst_id004601,cc_cst_no005590
cst_id054014,cc_cst_no049439
cst_id060753,cc_cst_no075210
cst_id055275,cc_cst_no041209
cst_id045414,cc_cst_no071008
cst_id040517,cc_cst_no073841
cst_id040517,cc_cst_no057112
cst_id022315,cc_cst_no002054
cst_id055967,
cst_id030135,cc_cst_no011761
cst_id028048,
cst_id052277,cc_cst_no052147
cst_id071997,cc_cst_no075201
cst_id011965,cc_cst_no002238
cst_id053309,cc_cst_no031162
cst_id053309,cc_cst_no062545
cst_id026745,cc_cst_no054995
cst_id026745,cc_cst_no071545
cst_id005074,cc_cst_no003441
cst_id024302,cc_cst_no013978
cst_id010524,cc_cst_no039533
cst_id063801,cc_cst_no074586
cst_id045583,cc_cst_no049312
cst_id018983,
cst_id012365,cc_cst_no011857
cst_id011961,cc_cst_no004494
cst_id001551,cc_cst_no006111
cst_id052819,cc_cst_no050346
cst_id022324,cc_cst_no002099
cst_id061668,cc_cst_no057134
cst_id061668,cc_cst_no073957
cst_id041986,
cst_id040625,cc_cst_no048568
cst_id034445,cc_cst_no035889
cst_id034445,cc_cst_no064839
cst_id018092,cc_cst_no020863
cst_id075939,cc_cst_no073756
cst_id046478,cc_cst_no045059
cst_id016222,cc_cst_no050043
cst_id016222,cc_cst_no069332
cst_id037736,cc_cst_no043927
cst_id047842,
cst_id056366,cc_cst_no041065
cst_id024998,cc_cst_no025277
cst_id053875,
cst_id055703,cc_cst_no055997
cst_id002141,cc_cst_no017119
cst_id046101,cc_cst_no028461
cst_id018973,
cst_id071750,cc_cst_no053813
cst_id071750,cc_cst_no073774
cst_id075671,cc_cst_no071383
cst_id001087,cc_cst_no057817
cst_id042931,cc_cst_no035825
cst_id055562,cc_cst_no069888
cst_id023430,cc_cst_no006597
cst_id001422,cc_cst_no053007
cst_id043579,cc_cst_no046469
cst_id015118,cc_cst_no066572
cst_id015118,cc_cst_no040488
cst_id015047,cc_cst_no057771
cst_id015047,cc_cst_no074298
cst_id046051,
cst_id034814,
cst_id022200,cc_cst_no001211
cst_id016727,cc_cst_no035484
cst_id016727,cc_cst_no059596
cst_id031205,cc_cst_no054966
cst_id031205,cc_cst_no071413
cst_id070768,
cst_id059035,cc_cst_no027985
cst_id009623,cc_cst_no011695
cst_id039913,cc_cst_no012649
cst_id000500,cc_cst_no017251
cst_id064736,cc_cst_no055963
cst_id064736,cc_cst_no072466
cst_id042759,cc_cst_no052220
cst_id042759,cc_cst_no071744
cst_id073867,
cst_id033124,cc_cst_no055178
cst_id033124,cc_cst_no071770
cst_id000168,cc_cst_no046372
cst_id001574,cc_cst_no000009
cst_id073198,cc_cst_no055760
cst_id073198,cc_cst_no072276
cst_id008663,cc_cst_no015364
cst_id049617,cc_cst_no035832
cst_id030625,cc_cst_no070847
cst_id030625,cc_cst_no054195
cst_id014583,
cst_id038492,cc_cst_no074454
cst_id038492,cc_cst_no057466
cst_id006084,cc_cst_no000254
cst_id054495,cc_cst_no022898
cst_id004119,cc_cst_no025853
cst_id016738,cc_cst_no021938
cst_id064893,cc_cst_no074645
cst_id064893,cc_cst_no057514
cst_id070782,cc_cst_no045106
cst_id038729,
cst_id058160,cc_cst_no050909
cst_id055692,cc_cst_no076112
cst_id001859,cc_cst_no010437
cst_id011907,
cst_id073965,cc_cst_no070539
cst_id073965,cc_cst_no053508
cst_id052783,cc_cst_no020910
cst_id052783,cc_cst_no072096
cst_id016284,cc_cst_no005845
cst_id008509,cc_cst_no069765
cst_id000690,cc_cst_no004645
cst_id018550,cc_cst_no057995
cst_id018550,cc_cst_no016013
cst_id018550,cc_cst_no069400
cst_id026833,cc_cst_no073964
cst_id045788,cc_cst_no055397
cst_id052365,cc_cst_no020382
cst_id020821,cc_cst_no006454
cst_id070207,cc_cst_no057080
cst_id070207,cc_cst_no073934
cst_id008785,cc_cst_no058012
cst_id008785,cc_cst_no007540
cst_id070549,cc_cst_no070145
cst_id077856,cc_cst_no071887
cst_id053622,cc_cst_no021975
cst_id046312,cc_cst_no055104
cst_id003880,cc_cst_no072603
cst_id003880,cc_cst_no054990
cst_id053204,cc_cst_no021528
cst_id033073,cc_cst_no030028
cst_id042515,
cst_id007313,cc_cst_no004109
cst_id060147,cc_cst_no033342
cst_id004449,cc_cst_no007118
cst_id000425,cc_cst_no003872
cst_id005277,cc_cst_no036913
cst_id023718,cc_cst_no007405
cst_id047303,
cst_id032139,
cst_id075781,cc_cst_no057431
cst_id075781,cc_cst_no074591
cst_id073722,cc_cst_no055157
cst_id073722,cc_cst_no071058
cst_id017501,cc_cst_no006940
cst_id002370,
cst_id015520,
cst_id000492,cc_cst_no003686
cst_id031877,cc_cst_no055046
cst_id031877,cc_cst_no071550
cst_id075591,cc_cst_no072002
cst_id033771,
cst_id041921,cc_cst_no047440
cst_id045390,cc_cst_no015748
cst_id045390,cc_cst_no058157
cst_id055475,cc_cst_no039155
cst_id055475,cc_cst_no066092
cst_id029441,cc_cst_no074206
cst_id029441,cc_cst_no057335
cst_id046111,cc_cst_no055371
cst_id070177,
cst_id072089,cc_cst_no075559
cst_id051779,cc_cst_no056607
cst_id051779,cc_cst_no073253
cst_id003159,cc_cst_no005413
cst_id045835,cc_cst_no072136
cst_id045835,cc_cst_no050356
cst_id042586,
cst_id037199,cc_cst_no076043
cst_id022020,cc_cst_no073149
cst_id022020,cc_cst_no056473
cst_id008176,
cst_id070390,
cst_id009302,cc_cst_no002596
cst_id000341,
cst_id050400,
cst_id003793,cc_cst_no004624
cst_id034315,
cst_id053691,cc_cst_no075487
cst_id029097,cc_cst_no071829
cst_id035180,cc_cst_no010619
cst_id000463,
cst_id023968,cc_cst_no030740
cst_id023968,cc_cst_no062372
cst_id026862,cc_cst_no048582
cst_id075256,cc_cst_no072341
cst_id063317,cc_cst_no038519
cst_id055511,cc_cst_no070172
cst_id055511,cc_cst_no052037
cst_id028339,cc_cst_no072312
cst_id064431,
cst_id070715,cc_cst_no073161
cst_id070715,cc_cst_no056690
cst_id069129,
cst_id041139,cc_cst_no072977
cst_id041139,cc_cst_no056430
cst_id039878,cc_cst_no018640
cst_id007018,cc_cst_no018939
cst_id040766,cc_cst_no072425
cst_id040766,cc_cst_no055938
cst_id027419,cc_cst_no020503
cst_id067185,cc_cst_no075852
cst_id008639,cc_cst_no003866
cst_id011661,cc_cst_no022004
cst_id039812,
cst_id021899,cc_cst_no049663
cst_id019852,cc_cst_no009346
cst_id031940,cc_cst_no021508
cst_id000267,cc_cst_no002173
cst_id028604,cc_cst_no055450
cst_id028604,cc_cst_no072028
cst_id038768,cc_cst_no046956
cst_id078667,
cst_id017546,cc_cst_no002205
cst_id019160,cc_cst_no024195
cst_id031985,
cst_id078499,
cst_id022770,
cst_id019435,cc_cst_no073806
cst_id019435,cc_cst_no052336
cst_id054261,cc_cst_no075211
cst_id039847,cc_cst_no073782
cst_id039847,cc_cst_no057041
cst_id060720,cc_cst_no070949
cst_id066384,cc_cst_no039708
cst_id076982,cc_cst_no071968
cst_id030337,cc_cst_no055075
cst_id014852,cc_cst_no001129
cst_id040332,cc_cst_no054159
cst_id060100,cc_cst_no070497
cst_id018848,
cst_id029760,cc_cst_no032175
cst_id027235,cc_cst_no072698
cst_id027235,cc_cst_no056191
cst_id056849,cc_cst_no056861
cst_id056849,cc_cst_no073442
cst_id071529,cc_cst_no075148
cst_id047081,cc_cst_no016846
cst_id021589,
cst_id059675,cc_cst_no065905
cst_id059675,cc_cst_no038615
cst_id023437,cc_cst_no006616
cst_id076984,cc_cst_no076095
cst_id036061,cc_cst_no016394
cst_id037153,
cst_id034371,
cst_id058477,cc_cst_no038283
cst_id058477,cc_cst_no070835
cst_id061835,cc_cst_no072114
cst_id061835,cc_cst_no055617
cst_id053223,cc_cst_no021888
cst_id052534,cc_cst_no027291
cst_id063357,cc_cst_no074369
cst_id016676,
cst_id017465,cc_cst_no003978
cst_id064897,cc_cst_no053774
cst_id073189,cc_cst_no053841
cst_id015573,cc_cst_no070177
cst_id047587,cc_cst_no042984
cst_id056037,cc_cst_no024524
cst_id035520,cc_cst_no020808
cst_id023603,cc_cst_no054854
cst_id023603,cc_cst_no071327
cst_id071795,cc_cst_no075129
cst_id071795,cc_cst_no057477
cst_id075316,cc_cst_no074906
cst_id024878,
cst_id010302,cc_cst_no063196
cst_id010302,cc_cst_no032336
cst_id047879,
cst_id002696,cc_cst_no005723
cst_id043841,cc_cst_no057622
cst_id052774,cc_cst_no051605
cst_id059263,cc_cst_no074661
cst_id060004,cc_cst_no029114
cst_id060004,cc_cst_no071218
cst_id053536,cc_cst_no057119
cst_id046377,
cst_id015218,cc_cst_no048880
cst_id054561,
cst_id012097,cc_cst_no074272
cst_id056177,cc_cst_no055665
cst_id056177,cc_cst_no070699
cst_id006831,cc_cst_no000487
cst_id040028,
cst_id041699,cc_cst_no057558
cst_id072632,cc_cst_no075710
cst_id017423,cc_cst_no054965
cst_id017423,cc_cst_no071440
cst_id069126,cc_cst_no044368
cst_id075679,
cst_id033509,
cst_id053094,cc_cst_no024422
cst_id049344,cc_cst_no056987
cst_id005308,cc_cst_no016488
cst_id005667,cc_cst_no007260
cst_id019127,cc_cst_no076005
cst_id042006,
cst_id003768,
cst_id073410,cc_cst_no055185
cst_id030473,cc_cst_no021665
cst_id037062,cc_cst_no055858
cst_id014555,
cst_id010113,cc_cst_no014821
cst_id025455,cc_cst_no009216
cst_id015867,cc_cst_no020981
cst_id043101,cc_cst_no074621
cst_id006143,
cst_id055571,cc_cst_no066915
cst_id055571,cc_cst_no041484
cst_id049674,cc_cst_no049541
cst_id043362,cc_cst_no054632
cst_id047069,cc_cst_no025551
cst_id060299,cc_cst_no073004
cst_id060299,cc_cst_no056524
cst_id016899,cc_cst_no054912
cst_id016899,cc_cst_no070670
cst_id029283,cc_cst_no033397
cst_id002028,cc_cst_no007032
cst_id040890,
cst_id024937,cc_cst_no007056
cst_id077609,cc_cst_no075780
cst_id052417,
cst_id035719,
cst_id034991,
cst_id008534,cc_cst_no059011
cst_id008534,cc_cst_no022246
cst_id032734,cc_cst_no016199
cst_id032734,cc_cst_no062605
cst_id036506,
cst_id047412,cc_cst_no016544
cst_id029388,cc_cst_no056946
cst_id029388,cc_cst_no073620
cst_id049128,cc_cst_no058318
cst_id008528,cc_cst_no056488
cst_id008528,cc_cst_no074192
cst_id060804,cc_cst_no073257
cst_id060804,cc_cst_no050822
cst_id044699,cc_cst_no075435
cst_id003367,cc_cst_no011367
cst_id006998,cc_cst_no058243
cst_id006998,cc_cst_no017645
cst_id011082,cc_cst_no000778
cst_id052750,cc_cst_no075373
cst_id063590,
cst_id033795,cc_cst_no071485
cst_id043948,cc_cst_no057213
cst_id043948,cc_cst_no075189
cst_id026422,cc_cst_no014361
cst_id076698,cc_cst_no075044
cst_id013378,cc_cst_no024447
cst_id064989,
cst_id037070,cc_cst_no071763
cst_id039290,cc_cst_no075452
cst_id035756,cc_cst_no010853
cst_id035756,cc_cst_no066935
cst_id014936,cc_cst_no052800
cst_id070447,cc_cst_no072065
cst_id016119,
cst_id035706,cc_cst_no066157
cst_id035706,cc_cst_no038992
cst_id006308,cc_cst_no030861
cst_id070570,cc_cst_no075793
cst_id060026,cc_cst_no073242
cst_id060026,cc_cst_no057574
cst_id072958,
cst_id035357,cc_cst_no044456
cst_id019573,cc_cst_no016644
cst_id019573,cc_cst_no058833
cst_id008120,
cst_id047328,cc_cst_no020399
cst_id004254,
cst_id040058,cc_cst_no012678
cst_id067368,cc_cst_no066433
cst_id067368,cc_cst_no040055
cst_id074888,
cst_id040570,
cst_id001257,cc_cst_no016791
cst_id049842,
cst_id069988,cc_cst_no068251
cst_id069988,cc_cst_no045355
cst_id027580,cc_cst_no047517
cst_id028876,
cst_id064224,cc_cst_no043626
cst_id064224,cc_cst_no067499
cst_id001122,
cst_id044984,cc_cst_no068977
cst_id044984,cc_cst_no048838
cst_id074376,cc_cst_no073311
cst_id050946,cc_cst_no063688
cst_id046399,
cst_id020546,cc_cst_no036043
cst_id020546,cc_cst_no064896
cst_id073403,
cst_id003250,cc_cst_no064889
cst_id003250,cc_cst_no034246
cst_id019430,cc_cst_no060253
cst_id019430,cc_cst_no026239
cst_id021857,
cst_id041277,cc_cst_no042129
cst_id068652,
cst_id017813,
cst_id062465,cc_cst_no074655
cst_id062465,cc_cst_no057555
cst_id027386,
cst_id039977,
cst_id055996,
cst_id039440,
cst_id043429,cc_cst_no016965
cst_id066994,cc_cst_no039511
cst_id071178,cc_cst_no049120
cst_id008190,cc_cst_no045088
cst_id055268,cc_cst_no023784
cst_id022581,cc_cst_no003324
cst_id022638,cc_cst_no003504
cst_id040915,cc_cst_no060885
cst_id003132,cc_cst_no002089
cst_id036278,cc_cst_no038073
cst_id061467,cc_cst_no030940
cst_id061467,cc_cst_no062453
cst_id072859,
cst_id067172,
cst_id001862,cc_cst_no011502
cst_id001862,cc_cst_no059176
cst_id009954,cc_cst_no054641
cst_id072419,cc_cst_no057786
cst_id030168,cc_cst_no018276
cst_id065179,cc_cst_no040893
cst_id038852,cc_cst_no024491
cst_id038852,cc_cst_no059600
cst_id015179,
cst_id047631,cc_cst_no070931
cst_id013573,cc_cst_no031366
cst_id053581,cc_cst_no025291
cst_id071464,cc_cst_no049064
cst_id070820,
cst_id069983,cc_cst_no056465
cst_id015202,cc_cst_no062474
cst_id015202,cc_cst_no030989
cst_id045793,cc_cst_no060492
cst_id045793,cc_cst_no026757
cst_id052963,cc_cst_no023541
cst_id040693,
cst_id072837,cc_cst_no069912
cst_id072837,cc_cst_no051356
cst_id068519,cc_cst_no048185
cst_id029844,cc_cst_no066258
cst_id029844,cc_cst_no039314
cst_id003275,cc_cst_no021308
cst_id030475,cc_cst_no027556
cst_id004547,cc_cst_no053987
cst_id075716,
cst_id037782,cc_cst_no035855
cst_id037782,cc_cst_no064824
cst_id076513,
cst_id029543,cc_cst_no013646
cst_id029543,cc_cst_no066485
cst_id056520,cc_cst_no066001
cst_id045381,cc_cst_no015112
cst_id061986,cc_cst_no062879
cst_id061986,cc_cst_no031819
cst_id070093,cc_cst_no044162
cst_id022850,cc_cst_no004349
cst_id013094,cc_cst_no042375
cst_id061337,cc_cst_no040590
cst_id065329,
cst_id065045,cc_cst_no068642
cst_id065045,cc_cst_no046925
cst_id020567,cc_cst_no039596
cst_id054475,
cst_id002306,cc_cst_no058319
cst_id002306,cc_cst_no002678
cst_id077077,
cst_id035828,cc_cst_no010895
cst_id035828,cc_cst_no058950
cst_id075113,
cst_id047058,cc_cst_no063153
cst_id047058,cc_cst_no032263
cst_id036759,
cst_id042497,cc_cst_no066936
cst_id042497,cc_cst_no041546
cst_id027169,cc_cst_no042517
cst_id027169,cc_cst_no067827
cst_id004361,cc_cst_no008226
cst_id035921,
cst_id059824,cc_cst_no033281
cst_id022313,cc_cst_no002015
cst_id022313,cc_cst_no058482
cst_id029608,cc_cst_no020926
cst_id078516,
cst_id036905,cc_cst_no011437
cst_id036905,cc_cst_no070259
cst_id021953,cc_cst_no039309
cst_id021709,cc_cst_no066774
cst_id021709,cc_cst_no008246
cst_id025762,cc_cst_no073592
cst_id033704,cc_cst_no014099
cst_id066398,cc_cst_no055436
cst_id066398,cc_cst_no072007
cst_id076597,
cst_id042720,
cst_id019173,cc_cst_no035712
cst_id069600,cc_cst_no043410
cst_id048258,cc_cst_no018943
cst_id018941,cc_cst_no061315
cst_id072940,cc_cst_no069047
cst_id072940,cc_cst_no049074
cst_id041764,cc_cst_no059805
cst_id041764,cc_cst_no025066
cst_id047695,cc_cst_no068830
cst_id047695,cc_cst_no048119
cst_id072571,
cst_id057703,cc_cst_no026704
cst_id032175,cc_cst_no027300
cst_id015142,cc_cst_no041420
cst_id015482,cc_cst_no005408
cst_id058526,cc_cst_no040059
cst_id060837,cc_cst_no030086
cst_id074028,
cst_id075439,cc_cst_no055043
cst_id057299,
cst_id002447,cc_cst_no021836
cst_id061184,cc_cst_no030553
